gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
4417516318	ca82ae61-69ae-40cb-a692-2235da6371c2	SINCHI:Chorrera_Mamiferos:2023:CCG_088	Animalia	Chordata	Mammalia	Chiroptera	Phyllostomidae	Rhinophylla	Rhinophylla pumilio		SPECIES	Rhinophylla pumilio Peters, 1865	Rhinophylla pumilio	Peters, 1865	CO	Comunidad San Antonio, resguardo Gran Predio Putumayo, camino a Santa Rosa	Amazonas	PRESENT	1	9d77fdeb-100f-4b29-98ad-4effdd824457	-1.191917	-72.942674			127.0	0.0			2023-01-31	31	1	2023	5218759	5218759	HUMAN_OBSERVATION	Instituto Amazónico de Investigaciones Científicas - SINCHI	ICN-MHN	CCG-088	CCG 088	Catalina Cárdenas-González		CC_BY_NC_4_0		Catalina Cárdenas González			2024-01-25T00:28:14.427Z		
4417516316	ca82ae61-69ae-40cb-a692-2235da6371c2	SINCHI:Chorrera_Mamiferos:2023:CCG_087	Animalia	Chordata	Mammalia	Chiroptera	Phyllostomidae	Rhinophylla	Rhinophylla pumilio		SPECIES	Rhinophylla pumilio Peters, 1865	Rhinophylla pumilio	Peters, 1865	CO	Comunidad San Antonio, resguardo Gran Predio Putumayo, camino a Santa Rosa	Amazonas	PRESENT	1	9d77fdeb-100f-4b29-98ad-4effdd824457	-1.196404	-72.93975			99.0	0.0			2023-01-31	31	1	2023	5218759	5218759	HUMAN_OBSERVATION	Instituto Amazónico de Investigaciones Científicas - SINCHI	ICN-MHN	CCG-087	CCG 087	Catalina Cárdenas-González		CC_BY_NC_4_0		Catalina Cárdenas González			2024-01-25T00:28:14.419Z		
4417516315	ca82ae61-69ae-40cb-a692-2235da6371c2	SINCHI:Chorrera_Mamiferos:2023:CCG_082	Animalia	Chordata	Mammalia	Chiroptera	Phyllostomidae	Artibeus	Artibeus obscurus		SPECIES	Artibeus obscurus (Schinz, 1821)	Artibeus obscurus	Schinz, 1821	CO	Comunidad San Antonio, resguardo Gran Predio Putumayo, camino a Santa Rosa	Amazonas	PRESENT	1	9d77fdeb-100f-4b29-98ad-4effdd824457	-1.195699	-72.94015			105.0	0.0			2023-01-31	31	1	2023	2433259	2433259	HUMAN_OBSERVATION	Instituto Amazónico de Investigaciones Científicas - SINCHI	ICN-MHN	CCG-082	CCG 082	Catalina Cárdenas-González		CC_BY_NC_4_0		Catalina Cárdenas González			2024-01-25T00:28:14.414Z		
4417516314	ca82ae61-69ae-40cb-a692-2235da6371c2	SINCHI:Chorrera_Mamiferos:2023:CCG_081	Animalia	Chordata	Mammalia	Chiroptera	Phyllostomidae	Phyllostomus	Phyllostomus hastatus		SPECIES	Phyllostomus hastatus (Pallas, 1767)	Phyllostomus hastatus	(É. Geoffroy, 1810)	CO	Comunidad San Antonio, resguardo Gran Predio Putumayo, camino a Santa Rosa	Amazonas	PRESENT	1	9d77fdeb-100f-4b29-98ad-4effdd824457	-1.196404	-72.93975			99.0	0.0			2023-01-31	31	1	2023	2433279	2433279	HUMAN_OBSERVATION	Instituto Amazónico de Investigaciones Científicas - SINCHI	ICN-MHN	CCG-081	CCG 081	Catalina Cárdenas-González		CC_BY_NC_4_0		Catalina Cárdenas González			2024-01-25T00:28:14.401Z		
4417516313	ca82ae61-69ae-40cb-a692-2235da6371c2	SINCHI:Chorrera_Mamiferos:2023:CCG_084	Animalia	Chordata	Mammalia	Chiroptera	Phyllostomidae	Lophostoma	Lophostoma silvicola		SPECIES	Lophostoma silvicola d'Orbigny, 1836	Lophostoma silvicolum	d'Orbigny, 1836	CO	Comunidad San Antonio, resguardo Gran Predio Putumayo, camino a Santa Rosa	Amazonas	PRESENT	1	9d77fdeb-100f-4b29-98ad-4effdd824457	-1.192956	-72.942164			126.0	0.0			2023-01-31	31	1	2023	5706810	5706810	HUMAN_OBSERVATION	Instituto Amazónico de Investigaciones Científicas - SINCHI	ICN-MHN	CCG-084	CCG 084	Catalina Cárdenas-González		CC_BY_NC_4_0		Catalina Cárdenas González			2024-01-25T00:28:14.395Z		TAXON_MATCH_FUZZY
4417516312	ca82ae61-69ae-40cb-a692-2235da6371c2	SINCHI:Chorrera_Mamiferos:2023:CCG_083	Animalia	Chordata	Mammalia	Chiroptera	Phyllostomidae	Artibeus	Artibeus obscurus		SPECIES	Artibeus obscurus (Schinz, 1821)	Artibeus obscurus	Schinz, 1821	CO	Comunidad San Antonio, resguardo Gran Predio Putumayo, camino a Santa Rosa	Amazonas	PRESENT	1	9d77fdeb-100f-4b29-98ad-4effdd824457	-1.195699	-72.94015			105.0	0.0			2023-01-31	31	1	2023	2433259	2433259	HUMAN_OBSERVATION	Instituto Amazónico de Investigaciones Científicas - SINCHI	ICN-MHN	CCG-083	CCG 083	Catalina Cárdenas-González		CC_BY_NC_4_0		Catalina Cárdenas González			2024-01-25T00:28:14.391Z		
4417516310	ca82ae61-69ae-40cb-a692-2235da6371c2	SINCHI:Chorrera_Mamiferos:2023:CCG_126	Animalia	Chordata	Mammalia	Chiroptera	Phyllostomidae	Artibeus	Artibeus obscurus		SPECIES	Artibeus obscurus (Schinz, 1821)	Artibeus obscurus	Schinz, 1821	CO	Comunidad Puerto Príncipe, camino a comunidad Berlín	Amazonas	PRESENT	1	9d77fdeb-100f-4b29-98ad-4effdd824457	-0.971574	-73.035651			153.0	0.0			2023-02-08	8	2	2023	2433259	2433259	HUMAN_OBSERVATION	Instituto Amazónico de Investigaciones Científicas - SINCHI	ICN-MHN	CCG-126	CCG 126	Catalina Cárdenas-González		CC_BY_NC_4_0		Catalina Cárdenas González			2024-01-25T00:28:14.364Z		
4417516307	ca82ae61-69ae-40cb-a692-2235da6371c2	SINCHI:Chorrera_Mamiferos:2023:CCG_123	Animalia	Chordata	Mammalia	Chiroptera	Emballonuridae	Peropteryx	Peropteryx leucoptera		SPECIES	Peropteryx leucoptera Peters, 1867	Peropteryx leucoptera	Peters, 1867	CO	Comunidad Santa Rosa	Amazonas	PRESENT	1	9d77fdeb-100f-4b29-98ad-4effdd824457	-1.105559	-72.948661			136.0	0.0			2023-02-06	6	2	2023	2433141	2433141	HUMAN_OBSERVATION	Instituto Amazónico de Investigaciones Científicas - SINCHI	ICN-MHN	CCG-123	CCG 123	Catalina Cárdenas-González		CC_BY_NC_4_0		Catalina Cárdenas González			2024-01-25T00:28:14.336Z		
4417516306	ca82ae61-69ae-40cb-a692-2235da6371c2	SINCHI:Chorrera_Mamiferos:2023:CCG_089	Animalia	Chordata	Mammalia	Chiroptera	Phyllostomidae	Rhinophylla	Rhinophylla pumilio		SPECIES	Rhinophylla pumilio Peters, 1865	Rhinophylla pumilio	Peters, 1865	CO	Comunidad San Antonio, resguardo Gran Predio Putumayo, camino a Santa Rosa	Amazonas	PRESENT	1	9d77fdeb-100f-4b29-98ad-4effdd824457	-1.193351	-72.941331			123.0	0.0			2023-01-31	31	1	2023	5218759	5218759	HUMAN_OBSERVATION	Instituto Amazónico de Investigaciones Científicas - SINCHI	ICN-MHN	CCG-089	CCG 089	Catalina Cárdenas-González		CC_BY_NC_4_0		Catalina Cárdenas González			2024-01-25T00:28:14.326Z		
4417516305	ca82ae61-69ae-40cb-a692-2235da6371c2	SINCHI:Chorrera_Mamiferos:2023:CCG_122	Animalia	Chordata	Mammalia	Chiroptera	Emballonuridae	Saccopteryx	Saccopteryx bilineata		SPECIES	Saccopteryx bilineata (Temminck, 1838)	Saccopteryx bilineata	(Temminck, 1838)	CO	Comunidad Santa Rosa	Amazonas	PRESENT	1	9d77fdeb-100f-4b29-98ad-4effdd824457	-1.105559	-72.948661			136.0	0.0			2023-02-06	6	2	2023	5218731	5218731	HUMAN_OBSERVATION	Instituto Amazónico de Investigaciones Científicas - SINCHI	ICN-MHN	CCG-122	CCG 122	Catalina Cárdenas-González		CC_BY_NC_4_0		Catalina Cárdenas González			2024-01-25T00:28:14.332Z		
4417516304	ca82ae61-69ae-40cb-a692-2235da6371c2	SINCHI:Chorrera_Mamiferos:2023:CCG_125	Animalia	Chordata	Mammalia	Chiroptera	Phyllostomidae	Sturnira	Sturnira giannae		SPECIES	Sturnira giannae Velazco & Patterson, 2019	Sturnira giannae	Velazco y Patterson (2019)	CO	Comunidad Puerto Príncipe, camino a comunidad Berlín	Amazonas	PRESENT	1	9d77fdeb-100f-4b29-98ad-4effdd824457	-0.971965	-73.035678			153.0	0.0			2023-02-08	8	2	2023	10787745	10787745	HUMAN_OBSERVATION	Instituto Amazónico de Investigaciones Científicas - SINCHI	ICN-MHN	CCG-125	CCG 125	Catalina Cárdenas-González		CC_BY_NC_4_0		Catalina Cárdenas González			2024-01-25T00:28:14.256Z		
4417516303	ca82ae61-69ae-40cb-a692-2235da6371c2	SINCHI:Chorrera_Mamiferos:2023:CCG_124	Animalia	Chordata	Mammalia	Chiroptera	Phyllostomidae	Mesophylla	Mesophylla macconnelli		SPECIES	Mesophylla macconnelli Thomas, 1901	Mesophylla macconnelli	Thomas, 1901	CO	Comunidad Santa Rosa	Amazonas	PRESENT	1	9d77fdeb-100f-4b29-98ad-4effdd824457	-1.105632	-72.950269			137.0	0.0			2023-02-06	6	2	2023	5218756	5218756	HUMAN_OBSERVATION	Instituto Amazónico de Investigaciones Científicas - SINCHI	ICN-MHN	CCG-124	CCG 124	Catalina Cárdenas-González		CC_BY_NC_4_0		Catalina Cárdenas González			2024-01-25T00:28:14.251Z		
4417516302	ca82ae61-69ae-40cb-a692-2235da6371c2	SINCHI:Chorrera_Mamiferos:2023:CCG_119	Animalia	Chordata	Mammalia	Chiroptera	Phyllostomidae	Rhinophylla	Rhinophylla pumilio		SPECIES	Rhinophylla pumilio Peters, 1865	Rhinophylla pumilio	Peters, 1865	CO	Comunidad Santa Rosa, camino de Ricardo	Amazonas	PRESENT	1	9d77fdeb-100f-4b29-98ad-4effdd824457	-1.108918	-72.946125			136.0	0.0			2023-02-05	5	2	2023	5218759	5218759	HUMAN_OBSERVATION	Instituto Amazónico de Investigaciones Científicas - SINCHI	ICN-MHN	CCG-119	CCG 119	Catalina Cárdenas-González		CC_BY_NC_4_0		Catalina Cárdenas González			2024-01-25T00:28:14.244Z		
4405126876	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/180614682	Animalia	Chordata	Mammalia	Chiroptera	Emballonuridae	Rhynchonycteris	Rhynchonycteris naso		SPECIES	Rhynchonycteris naso (Wied-Neuwied, 1820)	Rhynchonycteris naso		CO		Caquetá	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-0.087627	-74.569188	1774.0						2022-02-09	9	2	2022	2433095	2433095	HUMAN_OBSERVATION	iNaturalist	Observations	180614682		Samuel Büttler	2023-08-28T13:42:13	CC_BY_NC_4_0	Samuel Büttler	Samuel Büttler			2024-03-30T07:02:53.978Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4168845819	235f0cdb-56a6-49af-950b-be03e1445dd9	4ea8d3bf63874e6acb89b6efa2db0843	Animalia	Chordata	Mammalia	Chiroptera	Phyllostomidae	Artibeus	Artibeus jamaicensis		SPECIES	Artibeus jamaicensis Leach, 1821	Artibeus jamaicensis	Leach, 1821	CO	Estacion De Bombeo, Guamues	Putumayo	PRESENT	1	ff90b050-c256-11db-b71b-b8a03c50a862	0.666667	-77.0							1971-03-06	6	3	1971	2433272	2433272	PRESERVED_SPECIMEN	FMNH	FMNH	113750		NO DISPONIBLE		CC_BY_4_0	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	NO DISPONIBLE			2024-01-24T16:42:52.593Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;AMBIGUOUS_COLLECTION;INSTITUTION_MATCH_FUZZY
4168845524	235f0cdb-56a6-49af-950b-be03e1445dd9	b6443ef5e607f14cb7cf847b2cfb0f3f	Animalia	Chordata	Mammalia	Chiroptera	Phyllostomidae	Artibeus	Artibeus jamaicensis		SPECIES	Artibeus jamaicensis Leach, 1821	Artibeus jamaicensis	Leach, 1821	CO	Rio Guamues	Putumayo	PRESENT	1	ff90b050-c256-11db-b71b-b8a03c50a862	0.516666	-76.75							1971-03-25	25	3	1971	2433272	2433272	PRESERVED_SPECIMEN	FMNH	FMNH	114127		NO DISPONIBLE		CC_BY_4_0	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	NO DISPONIBLE			2024-01-24T16:42:56.010Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;AMBIGUOUS_COLLECTION;INSTITUTION_MATCH_FUZZY
4100391363	3d88255b-67ae-4f82-899b-06186eab2995	a9d65a60-62a8-4328-a798-992f3d9373ef	Animalia	Chordata	Mammalia	Chiroptera	Molossidae	Molossus	Molossus molossus		SPECIES	Molossus molossus (Pallas, 1766)	Molossus molossus	(Pallas, 1766)	CO	km. 1.5 vía Tarapacá, vivienda	Amazonas	PRESENT		eac88d99-9f6c-4031-8fc4-8088f0e0dfe7	-4.194	-69.945833			80.0	0.0			2019-01-05	5	1	2019	5218725	5218725	PRESERVED_SPECIMEN	Universidad Nacional de Colombia (UNAL)	ICN-MNH	26052	DAGG 028	García-Guevara, Diego Armando	2019-01-01T00:00:00	CC_BY_NC_4_0	Universidad Nacional de Colombia	García-Guevara, Diego Armando			2024-01-24T17:37:03.401Z		INSTITUTION_MATCH_FUZZY
4100391359	3d88255b-67ae-4f82-899b-06186eab2995	6fc7d63e-ce8c-463f-a900-1431375dd0e6	Animalia	Chordata	Mammalia	Chiroptera	Molossidae	Molossus	Molossus molossus		SPECIES	Molossus molossus (Pallas, 1766)	Molossus molossus	(Pallas, 1766)	CO	km. 1.5 vía Tarapacá, vivienda	Amazonas	PRESENT		eac88d99-9f6c-4031-8fc4-8088f0e0dfe7	-4.194	-69.945833			80.0	0.0			2019-01-05	5	1	2019	5218725	5218725	PRESERVED_SPECIMEN	Universidad Nacional de Colombia (UNAL)	ICN-MNH	26053	DAGG 029	García-Guevara, Diego Armando	2019-01-01T00:00:00	CC_BY_NC_4_0	Universidad Nacional de Colombia	García-Guevara, Diego Armando			2024-01-24T17:37:02.692Z		INSTITUTION_MATCH_FUZZY
4100391355	3d88255b-67ae-4f82-899b-06186eab2995	71f6ee1d-d401-4777-b322-972040eab4a8	Animalia	Chordata	Mammalia	Chiroptera	Molossidae	Molossus	Molossus molossus		SPECIES	Molossus molossus (Pallas, 1766)	Molossus molossus	(Pallas, 1766)	CO	km. 1.5 vía Tarapacá, vivienda	Amazonas	PRESENT		eac88d99-9f6c-4031-8fc4-8088f0e0dfe7	-4.194	-69.945833			80.0	0.0			2019-01-05	5	1	2019	5218725	5218725	PRESERVED_SPECIMEN	Universidad Nacional de Colombia (UNAL)	ICN-MNH	26051	DAGG 027	García-Guevara, Diego Armando	2019-01-01T00:00:00	CC_BY_NC_4_0	Universidad Nacional de Colombia	García-Guevara, Diego Armando			2024-01-24T17:37:03.734Z		INSTITUTION_MATCH_FUZZY
4100391354	3d88255b-67ae-4f82-899b-06186eab2995	d072e719-be06-4b95-a88c-933beb0f9716	Animalia	Chordata	Mammalia	Chiroptera	Phyllostomidae	Glossophaga	Glossophaga soricina		SPECIES	Glossophaga soricina (Pallas, 1766)	Glossophaga soricina	(Pallas, 1766)	CO	Centro Cultural del Banco de la República	Amazonas	PRESENT		eac88d99-9f6c-4031-8fc4-8088f0e0dfe7	-4.214278	-69.943389			80.0	0.0			2019-04-16	16	4	2019	2433194	2433194	PRESERVED_SPECIMEN	Universidad Nacional de Colombia (UNAL)	ICN-MNH	26036	DAGG 018	García-Guevara, Diego Armando	2019-01-01T00:00:00	CC_BY_NC_4_0	Universidad Nacional de Colombia	García-Guevara, Diego Armando			2024-01-24T17:37:03.922Z		INSTITUTION_MATCH_FUZZY
4100391347	3d88255b-67ae-4f82-899b-06186eab2995	fe490600-2151-417e-8531-8cd85526311a	Animalia	Chordata	Mammalia	Chiroptera	Phyllostomidae	Glossophaga	Glossophaga soricina		SPECIES	Glossophaga soricina (Pallas, 1766)	Glossophaga soricina	(Pallas, 1766)	CO	Centro Cultural del Banco de la República	Amazonas	PRESENT		eac88d99-9f6c-4031-8fc4-8088f0e0dfe7	-4.214278	-69.943389			80.0	0.0			2019-05-18	18	5	2019	2433194	2433194	PRESERVED_SPECIMEN	Universidad Nacional de Colombia (UNAL)	ICN-MNH	26043	DAGG 035	García-Guevara, Diego Armando	2019-01-01T00:00:00	CC_BY_NC_4_0	Universidad Nacional de Colombia	García-Guevara, Diego Armando			2024-01-24T17:37:00.856Z		INSTITUTION_MATCH_FUZZY
4100391346	3d88255b-67ae-4f82-899b-06186eab2995	3f54ca1d-f8af-4742-a792-919729cdef35	Animalia	Chordata	Mammalia	Chiroptera	Phyllostomidae	Glossophaga	Glossophaga soricina		SPECIES	Glossophaga soricina (Pallas, 1766)	Glossophaga soricina	(Pallas, 1766)	CO	Centro Cultural del Banco de la República	Amazonas	PRESENT		eac88d99-9f6c-4031-8fc4-8088f0e0dfe7	-4.214278	-69.943389			80.0	0.0			2019-05-17	17	5	2019	2433194	2433194	PRESERVED_SPECIMEN	Universidad Nacional de Colombia (UNAL)	ICN-MNH	26042	DAGG 034	García-Guevara, Diego Armando	2019-01-01T00:00:00	CC_BY_NC_4_0	Universidad Nacional de Colombia	García-Guevara, Diego Armando			2024-01-24T17:37:02.904Z		INSTITUTION_MATCH_FUZZY
4100391339	3d88255b-67ae-4f82-899b-06186eab2995	8bc94ee9-c9dc-4502-8270-92563af650a5	Animalia	Chordata	Mammalia	Chiroptera	Noctilionidae	Noctilio	Noctilio albiventris		SPECIES	Noctilio albiventris Desmarest, 1818	Noctilio albiventris	Desmarest, 1819	CO	Batallón de Infantería de Selva No. 50 General Luis Acevedo Torres	Amazonas	PRESENT		eac88d99-9f6c-4031-8fc4-8088f0e0dfe7	-4.205261	-69.944278			80.0	0.0			2019-05-06	6	5	2019	2433344	2433344	PRESERVED_SPECIMEN	Universidad Nacional de Colombia (UNAL)	ICN-MNH	26046	DAGG 032	García-Guevara, Diego Armando	2019-01-01T00:00:00	CC_BY_NC_4_0	Universidad Nacional de Colombia	García-Guevara, Diego Armando			2024-01-24T17:37:01.105Z		INSTITUTION_MATCH_FUZZY
4100391338	3d88255b-67ae-4f82-899b-06186eab2995	11bf6853-08aa-435d-bd71-5cc8493fc0af	Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis	Myotis simus		SPECIES	Myotis simus Thomas, 1901	Myotis simus	Thomas, 1901	CO	Batallón de Infantería de Selva No. 50 General Luis Acevedo Torres	Amazonas	PRESENT		eac88d99-9f6c-4031-8fc4-8088f0e0dfe7	-4.205261	-69.944278			80.0	0.0			2019-05-06	6	5	2019	2432434	2432434	PRESERVED_SPECIMEN	Universidad Nacional de Colombia (UNAL)	ICN-MNH	26056	DAGG 030	García-Guevara, Diego Armando	2019-01-01T00:00:00	CC_BY_NC_4_0	Universidad Nacional de Colombia	García-Guevara, Diego Armando			2024-01-24T17:37:03.678Z		INSTITUTION_MATCH_FUZZY
4100391337	3d88255b-67ae-4f82-899b-06186eab2995	eb1ea524-db4e-4f19-8169-6e205ca41082	Animalia	Chordata	Mammalia	Chiroptera	Phyllostomidae	Glossophaga	Glossophaga soricina		SPECIES	Glossophaga soricina (Pallas, 1766)	Glossophaga soricina	(Pallas, 1766)	CO	Centro Cultural del Banco de la República	Amazonas	PRESENT		eac88d99-9f6c-4031-8fc4-8088f0e0dfe7	-4.214278	-69.943389			80.0	0.0			2019-04-25	25	4	2019	2433194	2433194	PRESERVED_SPECIMEN	Universidad Nacional de Colombia (UNAL)	ICN-MNH	26040	DAGG 023	García-Guevara, Diego Armando	2019-01-01T00:00:00	CC_BY_NC_4_0	Universidad Nacional de Colombia	García-Guevara, Diego Armando			2024-01-24T17:37:03.024Z		INSTITUTION_MATCH_FUZZY
4100391336	3d88255b-67ae-4f82-899b-06186eab2995	49bc1cf0-c54b-4555-b1a4-75dadb34d7bb	Animalia	Chordata	Mammalia	Chiroptera	Molossidae	Molossus	Molossus rufus		SPECIES	Molossus rufus E.Geoffroy, 1805	Molossus rufus	E. Geoffroy St.-Hilaire, 1805	CO	Asilo municipal para ancianos, capilla	Amazonas	PRESENT		eac88d99-9f6c-4031-8fc4-8088f0e0dfe7	-4.217972	-69.941667			80.0	0.0			2019-04-30	30	4	2019	5707248	5707248	PRESERVED_SPECIMEN	Universidad Nacional de Colombia (UNAL)	ICN-MNH	26054	DAGG 025	García-Guevara, Diego Armando	2019-01-01T00:00:00	CC_BY_NC_4_0	Universidad Nacional de Colombia	García-Guevara, Diego Armando			2024-01-24T17:37:02.362Z		INSTITUTION_MATCH_FUZZY
4100391332	3d88255b-67ae-4f82-899b-06186eab2995	4a0fac6f-2fe0-42d0-a59c-4af7fe36d552	Animalia	Chordata	Mammalia	Chiroptera	Molossidae	Molossus	Molossus molossus		SPECIES	Molossus molossus (Pallas, 1766)	Molossus molossus	(Pallas, 1766)	CO	km. 2 vía Tarapacá, vivienda	Amazonas	PRESENT		eac88d99-9f6c-4031-8fc4-8088f0e0dfe7	-4.190389	-69.947611			80.0	0.0			2019-04-14	14	4	2019	5218725	5218725	PRESERVED_SPECIMEN	Universidad Nacional de Colombia (UNAL)	ICN-MNH	26049	DAGG 017	García-Guevara, Diego Armando	2019-01-01T00:00:00	CC_BY_NC_4_0	Universidad Nacional de Colombia	García-Guevara, Diego Armando			2024-01-24T17:37:03.717Z		INSTITUTION_MATCH_FUZZY
4100391331	3d88255b-67ae-4f82-899b-06186eab2995	22be72bb-4083-4ac3-9e5a-fa45442a8ecd	Animalia	Chordata	Mammalia	Chiroptera	Molossidae	Molossus	Molossus rufus		SPECIES	Molossus rufus E.Geoffroy, 1805	Molossus rufus	E. Geoffroy St.-Hilaire, 1805	CO	Asilo municipal para ancianos, capilla	Amazonas	PRESENT		eac88d99-9f6c-4031-8fc4-8088f0e0dfe7	-4.217972	-69.941667			80.0	0.0			2019-05-01	1	5	2019	5707248	5707248	PRESERVED_SPECIMEN	Universidad Nacional de Colombia (UNAL)	ICN-MNH	26055	DAGG 026	García-Guevara, Diego Armando	2019-01-01T00:00:00	CC_BY_NC_4_0	Universidad Nacional de Colombia	García-Guevara, Diego Armando			2024-01-24T17:37:04.040Z		INSTITUTION_MATCH_FUZZY
4100391330	3d88255b-67ae-4f82-899b-06186eab2995	f55e1ec3-915b-4978-93f6-54c93f71e9db	Animalia	Chordata	Mammalia	Chiroptera	Emballonuridae	Saccopteryx	Saccopteryx leptura		SPECIES	Saccopteryx leptura (Schreber, 1774)	Saccopteryx leptura	(Schreber, 1774)	CO	Universidad Nacional Sede Amazonas, sendero ecológico, km 2 via Tarapacá	Amazonas	PRESENT		eac88d99-9f6c-4031-8fc4-8088f0e0dfe7	-4.19375	-69.940556			80.0	0.0			2019-04-09	9	4	2019	5218730	5218730	PRESERVED_SPECIMEN	Universidad Nacional de Colombia (UNAL)	ICN-MNH	26034	DAGG 014	García-Guevara, Diego Armando	2019-01-01T00:00:00	CC_BY_NC_4_0	Universidad Nacional de Colombia	García-Guevara, Diego Armando			2024-01-24T17:37:03.008Z		INSTITUTION_MATCH_FUZZY
4100391326	3d88255b-67ae-4f82-899b-06186eab2995	f8b214a4-9ec5-44e4-9791-70359634eaa7	Animalia	Chordata	Mammalia	Chiroptera	Phyllostomidae	Glossophaga	Glossophaga soricina		SPECIES	Glossophaga soricina (Pallas, 1766)	Glossophaga soricina	(Pallas, 1766)	CO	Centro Cultural del Banco de la República	Amazonas	PRESENT		eac88d99-9f6c-4031-8fc4-8088f0e0dfe7	-4.214278	-69.943389			80.0	0.0			2019-04-16	16	4	2019	2433194	2433194	PRESERVED_SPECIMEN	Universidad Nacional de Colombia (UNAL)	ICN-MNH	26037	DAGG 019	García-Guevara, Diego Armando	2019-01-01T00:00:00	CC_BY_NC_4_0	Universidad Nacional de Colombia	García-Guevara, Diego Armando			2024-01-24T17:37:02.272Z		INSTITUTION_MATCH_FUZZY
4100391322	3d88255b-67ae-4f82-899b-06186eab2995	7f024513-b494-4941-8262-7d9c3321dc5e	Animalia	Chordata	Mammalia	Chiroptera	Phyllostomidae	Glossophaga	Glossophaga soricina		SPECIES	Glossophaga soricina (Pallas, 1766)	Glossophaga soricina	(Pallas, 1766)	CO	Centro Cultural del Banco de la República	Amazonas	PRESENT		eac88d99-9f6c-4031-8fc4-8088f0e0dfe7	-4.214278	-69.943389			80.0	0.0			2019-04-25	25	4	2019	2433194	2433194	PRESERVED_SPECIMEN	Universidad Nacional de Colombia (UNAL)	ICN-MNH	26041	DAGG 024	García-Guevara, Diego Armando	2019-01-01T00:00:00	CC_BY_NC_4_0	Universidad Nacional de Colombia	García-Guevara, Diego Armando			2024-01-24T17:37:01.965Z		INSTITUTION_MATCH_FUZZY
4100391320	3d88255b-67ae-4f82-899b-06186eab2995	26550c1b-e950-46dc-902b-be2c1367ef80	Animalia	Chordata	Mammalia	Chiroptera	Molossidae	Molossus	Molossus molossus		SPECIES	Molossus molossus (Pallas, 1766)	Molossus molossus	(Pallas, 1766)	CO	km. 2 vía Tarapacá, vivienda	Amazonas	PRESENT		eac88d99-9f6c-4031-8fc4-8088f0e0dfe7	-4.190389	-69.947611			80.0	0.0			2019-04-13	13	4	2019	5218725	5218725	PRESERVED_SPECIMEN	Universidad Nacional de Colombia (UNAL)	ICN-MNH	26048	DAGG 016	García-Guevara, Diego Armando	2019-01-01T00:00:00	CC_BY_NC_4_0	Universidad Nacional de Colombia	García-Guevara, Diego Armando			2024-01-24T17:37:03.112Z		INSTITUTION_MATCH_FUZZY
4100391319	3d88255b-67ae-4f82-899b-06186eab2995	0ad6076c-c4fa-4486-a957-68b61f5b0f7b	Animalia	Chordata	Mammalia	Chiroptera	Phyllostomidae	Artibeus	Artibeus planirostris		SPECIES	Artibeus planirostris (Spix, 1823)	Artibeus planirostris	(Spix, 1823).	CO	Universidad Nacional Sede Amazonas, sendero ecológico, km 2 via Tarapacá	Amazonas	PRESENT		eac88d99-9f6c-4031-8fc4-8088f0e0dfe7	-4.19375	-69.940556			80.0	0.0			2019-04-04	4	4	2019	2433271	2433271	PRESERVED_SPECIMEN	Universidad Nacional de Colombia (UNAL)	ICN-MNH	26045	DAGG 013	García-Guevara, Diego Armando	2019-01-01T00:00:00	CC_BY_NC_4_0	Universidad Nacional de Colombia	García-Guevara, Diego Armando			2024-01-24T17:37:02.658Z		INSTITUTION_MATCH_FUZZY
